Series Name,Series Code,Country Name,Country Code,1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Mauritius,MUS,37.884,37.543,36.996,36.635,33.789,34.507,35.762,34.394,32.933,33.388,30.919,31.279,29.761,29.881,30.265,29.716,30.644,30.257,31.205,31.666,30.933,31.518,31.201,24.897,20.361,22.855,32.003,31.829,31.475
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Mexico,MEX,49.217,50.154,50.171,48.824,47.173,44.351,43.769,43.268,44.822,45.363,45.212,44.372,42.294,42.61,42.379,42.868,42.083,41.208,41.005,40.901,40.846,40.85,41.756,36.806,41.072,41.553,42.265,42.468,42.442
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Moldova,MDA,30.05,29.454,29.058,30.589,27.808,26.779,23.367,21.326,20.501,28.301,27.16,29.039,32.383,38.498,39.48,40.047,41.278,42.847,45.577,42.266,39.867,35.42,37.479,36.743,38.283,35.841,34.627,33.078,33.2
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Mongolia,MNG,37.794,37.51,37.28,37.213,36.969,36.571,35.645,34.651,33.938,33.119,32.205,30.299,28.772,27.2,29.318,29.598,28.551,26.894,25.552,22.205,22.15,24.21,30.611,30.812,25.621,29.135,25.502,25.243,25.11
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Montenegro,MNE,10.362,10.16,10.513,10.385,10.332,10.325,10.221,10.046,9.878,11.706,13.505,14.03,13.597,13.246,13.037,13.448,13.461,18.639,18.75,20.891,21.212,23.027,27.195,19.593,18.555,27.115,33.639,33.278,33.009
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Morocco,MAR,34.799,34.741,34.27,34.17,34.501,34.335,34.188,34.461,33.968,33.282,33.251,31.858,31.341,29.88,28.717,27.256,26.058,25.863,24.04,22.302,22.193,22.014,21.902,19.332,20.313,21.71,21.728,21.354,21.36
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Mozambique,MOZ,70.805,69.87,68.8,67.523,66.427,65.235,64.147,63.599,63.065,62.623,62.131,61.653,61.101,60.592,60.1,59.634,59.131,58.637,58.121,58.237,58.275,58.336,58.436,57.532,58.074,57.573,57.622,57.532,57.411
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Myanmar,MMR,77.21,76.747,75.808,74.597,73.58,72.461,71.137,69.82,68.472,67.143,65.905,64.814,63.686,62.673,62.108,61.353,60.48,59.635,58.912,54.35,49.752,48.786,45.938,43.046,40.622,41.729,41.685,41.699,41.656
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Namibia,NAM,16.369,16.913,17.482,18.028,17.681,17.426,17.154,17.18,17.173,17.315,17.18,17.236,17.078,17.124,18.791,20.506,20.372,20.006,20.333,20.412,19.199,18.127,18.195,15.97,16.68,18.37,18.543,18.461,18.179
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Nepal,NPL,27.698,27.649,27.606,27.579,27.563,27.455,27.325,27.209,27.073,26.833,26.563,26.347,26.155,26.007,25.805,25.525,25.131,24.786,24.516,24.17,23.734,23.279,22.969,21.5,22.067,22.085,22.008,21.767,21.69
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Netherlands,NLD,74.867,75.586,76.463,77.907,78.196,77.467,75.342,74.141,71.553,72.797,73.433,73.932,72.313,69.934,70.515,70.171,68.915,67.586,69.653,69.701,71.24,72.973,74.357,71.349,71.676,75.498,76.461,75.942,75.94
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,New Caledonia,NCL,24.768,24.983,25.275,25.465,25.972,26.261,26.521,26.766,27.218,27.533,27.871,28.282,28.638,28.186,27.968,27.769,27.423,27.192,26.151,25.067,24.024,21.489,22.871,20.302,23.515,24.291,24.83,24.984,24.371
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,New Zealand,NZL,57.646,55.235,54.066,54.23,55.372,56.177,55.875,56.204,56.293,58.026,58.002,55.854,51.098,49.439,49.198,48.61,49.04,51.588,52.888,53.969,55.003,56.187,56.358,55.053,58.048,61.164,61.256,56.465,56.331
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Nicaragua,NIC,43.583,43.868,43.976,44.069,44.14,44.074,44.121,45.112,46.044,46.201,46.695,45.79,44.48,44.925,46.017,47.194,46.877,47.3,46.937,47.514,47.895,46.365,46.401,44.84,45.243,47.177,47.525,47.401,47.46
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Niger,NER,64.482,64.827,65.108,65.394,65.703,65.575,65.475,65.162,65.089,66.249,67.322,68.288,69.145,69.989,70.632,65.515,63.665,61.686,61.362,61.047,60.729,60.417,60.1,63.254,67.444,71.209,71.052,70.918,70.442
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Nigeria,NGA,78.142,77.267,76.177,74.581,73.616,72.781,71.592,70.368,68.821,66.834,65.167,64.117,65.049,63.932,64.045,63.62,62.951,62.614,61.987,60.833,59.242,58.193,57.078,55.021,56.52,60.303,61.545,61.546,61.325
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,North Macedonia,MKD,15.5,15.633,16.115,15.623,16.166,14.648,12.032,12.241,12.628,14.197,14.953,15.424,15.622,14.453,14.421,15.52,16.309,15.309,17.401,16.332,17.585,17.464,20.758,19.792,17.872,19.073,18.782,21.465,21.435
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Norway,NOR,56.108,57.078,56.214,56.439,55.935,54.781,55.222,54.284,56.028,56.995,57.522,57.565,55.847,54.525,54.544,55.569,55.026,53.477,53.656,51.672,51.457,52.388,53.391,52.692,53.206,57.906,58.564,58.07,57.202
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Oman,OMN,32.318,32.177,32.073,31.732,31.603,31.502,31.159,31.154,31.571,32.044,32.255,32.411,32.475,32.286,32.318,32.835,33.049,33.026,33.246,34.096,35.484,36.272,35.409,31.055,32.915,33.439,34.676,35.018,34.972
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Pakistan,PAK,40.797,39.874,40.005,40.124,41.563,43.013,43.093,43.174,42.567,41.96,40.943,40.34,40.648,41.063,39.569,37.753,38.941,38.446,37.622,38.149,37.522,36.901,36.153,37.146,38.928,39.35,39.351,39.136,39.034
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Panama,PAN,43.537,43.638,43.992,43.341,42.632,41.996,42.553,42.598,42.434,40.971,41.007,43.163,43.35,41.002,38.975,41.793,41.938,39.935,38.2,38.258,37.236,39.191,38.373,33.65,31.505,36.884,35.519,36.098,36.108
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Papua New Guinea,PNG,34.556,35.286,35.417,36.024,36.458,36.863,37.065,37.197,36.985,36.842,36.47,36.845,36.546,35.935,35.205,34.493,33.84,32.416,31.561,30.802,30.177,29.882,29.196,28.267,27.885,27.555,27.464,27.344,27.131
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Paraguay,PRY,54.933,56.124,55.856,53.6,55.398,52.131,49.955,54.144,52.711,52.438,51.322,52.964,55.291,50.943,50.373,53.075,52.495,49.838,48.149,51.013,50.072,50.043,50.204,46.496,49.78,47.747,49.593,48.774,49.757
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Peru,PER,61.446,59.726,58.576,58.749,55.406,56.431,57.109,57.187,57.659,61.301,62.7,63.395,63.761,64.386,62.977,62.643,61.179,59.294,56.488,55.536,57.018,56.877,57.609,48.856,52.252,54.702,51.226,49.97,50.013
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Philippines,PHL,39.583,39.796,39.674,39.463,39.44,39.391,39.21,39.802,39.371,38.476,38.303,37.389,37.597,37.398,39.053,38.635,37.997,38.528,37.018,36.922,34.365,33.342,32.426,28.022,28.543,30.323,30.031,29.75,29.463
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Poland,POL,28.037,28.005,24.638,24.833,22.437,20.315,19.826,20.227,21.039,24.175,26.113,27.57,27.003,26.559,25.129,24.802,24.231,25.82,26.083,28.52,29.781,31.028,31.774,28.414,27.39,27.872,28.606,28.554,28.603
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Portugal,PRT,37.902,42.653,42.104,41.126,42.418,42.224,38.826,36.664,35.288,34.779,34.416,34.078,30.837,27.901,26.57,22.913,21.521,22.493,22.946,24.067,25.953,27.324,27.992,23.606,23.016,25.362,28.153,27.175,27.709
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Puerto Rico (US),PRI,25.192,26.144,26.744,26.008,25.622,25.78,26.824,27.215,27.716,25.163,22.436,21.059,17.04,14.671,14.572,15.123,15.187,15.378,16.288,16.37,16.89,17.73,18.129,16.972,17.721,18.818,18.929,18.866,18.647
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Qatar,QAT,62.564,62.643,63.012,63.091,63.133,62.832,62.427,61.226,61.905,64.662,67.995,69.939,70.02,68.715,68.277,68.522,69.036,69.805,70.556,70.523,70.035,69.335,68.044,66.035,57.929,60.487,59.263,59.301,59.363
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Romania,ROU,26.292,26.71,26.657,26.255,25.643,23.437,24.076,22.175,22.523,21.587,21.323,21.046,18.923,20.772,20.265,20.294,19.635,19.169,20.897,19.075,21.116,21.388,21.476,21.487,21.12,19.614,18.695,19.256,19.039
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Russian Federation,RUS,33.028,29.533,34.345,34.594,33.48,34.202,32.291,32.58,33.107,32.506,33.701,35.941,34.306,34.281,35.133,33.795,34.421,33.451,31.855,31.46,29.694,28.474,28.21,26.804,26.588,24.961,25.919,26.918,26.789
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Rwanda,RWA,50.498,48.704,46.51,44.534,42.827,41.719,40.777,40.213,39.772,39.685,39.548,39.437,39.162,38.847,38.427,38.103,37.698,37.315,36.95,36.562,36.063,35.688,35.131,40.144,29.683,31.036,37.079,40.639,40.931
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Samoa,WSM,44.69,44.112,43.522,42.772,41.862,41.284,40.664,40.18,39.435,39.079,38.914,38.465,38.417,37.876,37.484,36.732,36.75,36.768,36.276,35.447,35.044,33.12,30.785,27.955,26.187,25.291,25.221,25.004,24.536
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Sao Tome and Principe,STP,21.259,20.834,20.342,19.785,18.992,18.242,18.496,18.465,18.249,18.135,18.334,18.559,18.679,18.813,18.874,19.084,19.693,20.217,20.594,20.878,21.053,20.654,20.156,19.01,19.367,19.728,19.593,19.48,19.374
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Saudi Arabia,SAU,16.314,15.863,15.323,15.704,15.718,15.671,15.816,15.885,15.887,15.854,15.173,14.748,13.363,14.263,15.108,15.028,14.814,14.435,13.368,14.99,12.065,13.467,15.103,16.999,20.711,23.79,26.357,27.612,28.329
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Senegal,SEN,40.262,39.869,39.53,39.197,38.863,38.383,37.986,37.749,37.562,37.362,36.151,34.963,33.799,32.654,31.513,29.994,28.511,27.135,25.793,31.717,24.725,26.887,29.172,29.286,30.066,30.608,30.463,30.33,30.447
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Serbia,SRB,29.729,29.082,30.605,30.75,29.593,27.715,25.699,22.436,19.871,19.227,18.595,20.977,16.817,14.968,13.705,14.248,14.345,14.804,16.484,19.589,20.738,20.958,21.34,20.607,24.786,24.211,23.821,25.191,25.379
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Sierra Leone,SLE,35.706,35.89,36.043,36.248,36.281,36.457,36.468,40.156,38.54,37.015,35.525,34.073,32.64,31.264,29.929,28.651,27.403,26.07,27.189,28.382,29.673,30.972,30.426,29.981,30.169,30.127,30.026,29.909,29.789
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Singapore,SGP,41.984,42.104,40.05,40.399,39.459,34.729,35.585,34.992,34.954,35.542,33.541,33.889,31.21,35.526,33.465,34.617,33.027,34.522,37.005,36.021,34.718,34.931,35.334,32.276,37.37,34.842,33.391,31.048,30.882
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Slovak Republic,SVK,36.5,34.018,30.203,28.356,27.217,26.765,27.179,26.287,25.513,25.769,27.553,26.223,22.722,20.51,20.008,20.094,20.412,23.193,23.338,25.201,26.891,27.455,24.902,22.672,20.695,21.3,21.559,21.829,21.875
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Slovenia,SVN,38.498,36.228,32.953,31.162,30.344,31.059,28.569,33.793,34.038,34.891,37.506,38.255,35.205,33.926,31.417,27.151,26.438,26.788,29.63,28.645,34.644,35.113,33.24,26.969,29.495,32.205,32.451,32.729,33.194
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Solomon Islands,SLB,68.167,68.236,68.501,69.97,70.784,71.164,70.909,70.526,70.129,69.897,69.694,69.289,69.175,69.022,69.099,69.6,69.851,70.06,70.234,70.065,70.111,70.175,70.25,69.449,69.71,68.941,68.854,68.76,68.878
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,"Somalia, Fed. Rep.",SOM,10.45,10.546,10.615,10.726,10.796,10.865,10.945,11.055,11.234,11.47,11.659,11.678,11.617,11.527,11.273,11.024,10.977,10.943,10.924,10.856,10.822,10.671,10.563,10.136,10.28,10.445,10.459,10.442,10.416
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,South Africa,ZAF,24.322,23.422,22.5,21.716,20.937,20.122,19.264,18.654,18.172,17.823,17.452,17.044,14.754,12.963,12.813,12.36,12.578,12.344,13.292,12.302,12.435,11.797,10.966,8.438,7.594,9.879,10.727,10.639,10.75
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,South Sudan,SSD,55.643,55.342,54.971,54.679,54.689,54.894,55.049,54.809,54.26,53.633,52.961,52.292,51.647,50.847,49.99,49.507,49.546,50.366,51.202,51.706,53.196,53.231,51.856,49.72,50.462,51.321,51.121,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Spain,ESP,24.922,26.589,29.871,32.266,33.655,34.264,34.48,34.826,38.518,39.754,39.233,36.069,28.097,25.031,22.025,18.38,16.868,16.81,17.932,18.388,20.482,21.668,22.263,18.481,20.491,22.895,23.576,24.817,25.406
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Sri Lanka,LKA,30.016,36.5,34.921,33.136,31.935,29.792,29.551,28.63,28.24,29.745,29.32,29.649,28.098,28.296,28.09,27.789,26.984,25.459,26.977,25.989,27.071,23.768,24.27,21.555,19.539,19.677,20.012,20.274,20.226
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,St. Lucia,LCA,41.328,39.811,43.11,44.448,42.648,40.858,38.73,37.763,40.092,42.646,44.642,45.43,41.942,39.402,36.712,35.983,31.369,31.719,32.256,32.844,33.291,36.15,35.895,22.107,30.624,40.772,41.635,47.729,48.366
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,St. Vincent and the Grenadines,VCT,34.14,33.433,33.11,32.603,32.014,32.068,32.196,32.151,31.804,31.638,31.462,31.287,30.508,29.859,29.665,29.663,29.893,29.846,29.744,29.579,29.298,28.949,28.354,25.773,26.714,28.373,29.56,30.045,29.96
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Sudan,SDN,26.982,26.899,26.815,26.664,26.623,26.587,26.507,26.41,26.328,26.25,26.183,26.144,25.905,23.128,20.299,20.681,21.071,21.341,21.532,21.589,21.438,21.285,21.343,21.059,21.839,23.349,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Suriname,SUR,20.085,19.99,17.098,18.074,19.135,20.247,21.389,22.568,23.258,23.942,24.615,25.316,26.015,28.62,27.306,27.771,28.465,30.422,32.016,28.205,28.197,28.072,28.115,24.257,25.208,25.945,26.205,26.339,26.176
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Sweden,SWE,41.793,43.87,44.358,47.649,46.249,43.985,43.378,39.557,38.74,40.311,42.178,42.165,38.254,38.848,40.913,40.17,41.681,42.794,43.908,44.478,44.925,44.678,43.962,39.624,40.772,44.562,44.861,42.974,43.056
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Switzerland,CHE,62.944,63.339,64.721,65.001,63.952,65.394,63.462,61.889,59.905,63.335,62.603,62.421,61.588,62.516,63.262,61.958,62.066,62.067,61.565,62.488,63.142,62.596,61.166,59.425,60.517,61.628,61.524,60.321,59.712
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Syrian Arab Republic,SYR,37.354,36.891,35.903,33.545,31.909,32.338,32.743,31.295,29.831,28.356,26.715,24.35,24.813,22.798,21.862,17.722,16.659,16.765,17.205,17.495,17.6,17.555,17.394,15.12,15.892,16.719,16.392,16.08,15.932
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Tajikistan,TJK,40.358,40.042,40.178,40.386,40.655,40.547,40.628,37.819,34.838,31.818,29.516,26.035,22.826,22.168,21.515,20.876,20.243,19.622,19.012,18.419,17.733,17.003,16.325,15.887,16.161,16.404,16.511,16.594,16.511
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Tanzania,TZA,73.702,73.683,73.682,73.664,73.789,74.038,74.286,74.508,74.689,74.848,74.379,73.862,73.364,71.74,70.189,69.68,69.191,69.7,69.629,69.456,69.328,69.256,69.206,66.455,68.747,69.253,69.209,69.161,69.059
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Thailand,THA,57.894,52.348,49.041,49.723,49.914,49.748,48.725,49.821,49.136,46.459,47.195,46.55,45.983,45.463,46.485,46.135,43.54,41.688,40.839,40.117,39.132,40.047,38.803,38.174,37.14,37.24,38.789,37.921,37.8
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Timor-Leste,TLS,39.668,40.071,43.233,37.48,36.978,38.527,39.05,39.049,39.014,39.722,39.11,38.366,37.778,37.111,36.794,36.577,36.526,36.388,36.448,34.558,35.672,36.598,35.394,35.407,36.348,36.762,37.016,36.436,36.147
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Togo,TGO,26.066,25.636,25.26,24.906,24.712,24.555,24.436,24.265,24.088,23.902,23.979,24.145,24.334,24.602,24.853,24.795,24.689,24.542,24.362,23.611,22.852,23.458,24.063,23.683,23.73,23.841,23.785,23.712,23.681
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Tonga,TON,35.709,34.785,33.951,33.164,32.298,31.502,30.595,31.394,32.209,33.085,32.502,31.935,31.328,30.772,30.224,29.714,29.165,28.593,28.062,27.576,27.021,26.436,26.016,24.883,25.033,24.654,24.562,24.169,24.081
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Trinidad and Tobago,TTO,37.425,37.372,38.121,39.476,39.77,39.257,40.096,43.401,44.885,47.203,47.418,46.538,44.453,41.839,41.002,41.315,42.287,41.662,41.032,37.791,36.759,35.862,35.004,30.548,31.791,31.581,34.688,33.746,33.389
